image_path,label,xmin,ymin,xmax,ymax
39.jp2,candida,2009,1296,2028,1315
39.jp2,candida,3530,1291,3546,1302
39.jp2,candida,4835,1243,4868,1277
39.jp2,candida,3411,1215,3470,1282
39.jp2,candida,4845,1203,4861,1211
39.jp2,candida,3319,1184,3349,1221
39.jp2,candida,2422,1183,2456,1234
39.jp2,candida,2437,1171,2446,1181
39.jp2,candida,3316,1156,3325,1171
39.jp2,candida,3338,1141,3348,1189
39.jp2,candida,4850,1127,4908,1205
39.jp2,candida,4857,1124,4872,1137
39.jp2,candida,2144,1088,2188,1137
39.jp2,candida,2145,1084,2158,1097
39.jp2,candida,2218,1069,2238,1088
39.jp2,candida,3306,1058,3343,1103
39.jp2,candida,2698,1022,2713,1034
39.jp2,candida,2152,980,2196,1016
39.jp2,candida,1966,980,1989,995
39.jp2,candida,2671,977,2703,1016
39.jp2,candida,1887,967,1981,1039
39.jp2,candida,2845,926,2860,935
39.jp2,candida,3241,923,3265,944
39.jp2,candida,3264,917,3275,932
39.jp2,candida,2920,916,2933,930
39.jp2,candida,3288,901,3300,911
39.jp2,candida,2880,892,2894,898
39.jp2,candida,3250,888,3267,913
39.jp2,candida,3018,875,3048,891
39.jp2,candida,3061,867,3073,876
39.jp2,candida,3373,850,3385,860
39.jp2,candida,3197,845,3209,857
39.jp2,candida,3127,833,3141,841
39.jp2,candida,3247,831,3275,852
39.jp2,candida,3202,830,3211,843
39.jp2,candida,3371,827,3389,841
39.jp2,candida,3315,818,3340,829
39.jp2,candida,3059,736,3090,777
39.jp2,candida,3145,694,3159,713
39.jp2,candida,3211,692,3221,705
39.jp2,candida,3237,658,3304,703
39.jp2,candida,3179,639,3226,685
39.jp2,candida,2981,634,3146,753
39.jp2,candida,2953,619,3065,723
39.jp2,candida,3319,613,3351,660
39.jp2,candida,3229,605,3270,649
39.jp2,candida,3796,595,3817,618
39.jp2,candida,4164,588,4199,614
39.jp2,candida,3527,586,3540,613
39.jp2,candida,4140,585,4154,592
39.jp2,candida,3017,584,3038,610
39.jp2,candida,3788,573,3809,593
39.jp2,candida,3027,567,3045,581
39.jp2,candida,3098,563,3110,575
39.jp2,candida,1817,541,1890,628
39.jp2,candida,3531,539,3578,562
39.jp2,candida,3048,526,3252,633
39.jp2,candida,3401,517,3464,556
39.jp2,candida,4206,508,4285,585
39.jp2,candida,3819,472,3905,523
39.jp2,candida,3043,401,3055,409
39.jp2,candida,3015,387,3030,400
39.jp2,candida,3139,365,3181,404
39.jp2,candida,2729,316,2756,335
39.jp2,candida,3004,260,3057,298
39.jp2,candida,3030,207,3046,247
39.jp2,candida,2996,79,3028,95
39.jp2,candida,3021,69,3133,207
4.jp2,candida,1854,3107,1863,3117
4.jp2,candida,2250,2822,2287,2879
4.jp2,candida,2289,2814,2299,2826
4.jp2,candida,4316,2661,4341,2675
4.jp2,candida,4355,2650,4376,2663
4.jp2,candida,4194,2650,4314,2755
4.jp2,candida,4301,2640,4312,2649
4.jp2,candida,4306,2585,4437,2675
4.jp2,candida,4800,2519,4852,2592
4.jp2,candida,4214,2512,4328,2614
4.jp2,candida,2533,2485,2560,2498
4.jp2,candida,2664,2481,2699,2517
4.jp2,candida,2849,2472,2890,2489
4.jp2,candida,2516,2462,2538,2474
4.jp2,candida,2905,2441,2949,2468
4.jp2,candida,3478,2421,3583,2513
4.jp2,candida,2992,2411,3012,2429
4.jp2,candida,4066,2401,4078,2411
4.jp2,candida,3001,2391,3016,2406
4.jp2,candida,4887,2384,4899,2397
4.jp2,candida,4069,2362,4080,2372
4.jp2,candida,4095,2357,4124,2401
4.jp2,candida,2896,2357,2919,2410
4.jp2,candida,3269,2349,3283,2379
4.jp2,candida,3302,2348,3312,2363
4.jp2,candida,4381,2343,4419,2364
4.jp2,candida,4104,2336,4114,2351
4.jp2,candida,3264,2332,3273,2345
4.jp2,candida,2555,2331,2598,2406
4.jp2,candida,2523,2330,2585,2434
4.jp2,candida,3149,2321,3162,2335
4.jp2,candida,4841,2314,4859,2347
4.jp2,candida,3234,2309,3245,2317
4.jp2,candida,4862,2306,4871,2317
4.jp2,candida,4481,2304,4527,2317
4.jp2,candida,3099,2304,3145,2324
4.jp2,candida,4406,2303,4445,2347
4.jp2,candida,3081,2303,3094,2310
4.jp2,candida,4820,2298,4831,2323
4.jp2,candida,3017,2297,3077,2403
4.jp2,candida,2510,2289,2537,2317
4.jp2,candida,3117,2287,3155,2296
4.jp2,candida,2823,2285,2933,2316
4.jp2,candida,2561,2283,2629,2316
4.jp2,candida,3095,2277,3116,2288
4.jp2,candida,2472,2272,2490,2296
4.jp2,candida,2633,2265,2806,2355
4.jp2,candida,2275,2265,2320,2306
4.jp2,candida,2607,2263,2619,2273
4.jp2,candida,2498,2261,2511,2286
4.jp2,candida,2848,2257,2902,2272
4.jp2,candida,2938,2254,2962,2285
4.jp2,candida,4538,2221,4723,2445
4.jp2,candida,2463,2211,2471,2223
4.jp2,candida,4638,2205,4675,2223
4.jp2,candida,3257,2205,3382,2297
4.jp2,candida,4243,2203,4256,2213
4.jp2,candida,2424,2200,2433,2210
4.jp2,candida,4199,2196,4216,2206
4.jp2,candida,4339,2189,4358,2205
4.jp2,candida,4209,2131,4221,2143
4.jp2,candida,4179,2129,4195,2143
4.jp2,candida,4194,2115,4285,2207
4.jp2,candida,4212,2113,4226,2121
4.jp2,candida,4251,2107,4281,2130
4.jp2,candida,4313,2105,4405,2193
4.jp2,candida,4277,2086,4286,2095
4.jp2,candida,2368,2076,2389,2126
4.jp2,candida,2353,2073,2372,2131
4.jp2,candida,1159,2063,1207,2103
4.jp2,candida,4352,2048,4367,2059
4.jp2,candida,4706,2040,4719,2051
4.jp2,candida,4327,2026,4335,2036
4.jp2,candida,1880,2022,1895,2041
4.jp2,candida,1846,2011,1871,2039
4.jp2,candida,1854,1996,1865,2010
4.jp2,candida,1880,1989,1892,2005
4.jp2,candida,4593,1940,4632,2026
4.jp2,candida,4232,1936,4241,1945
4.jp2,candida,4156,1924,4168,1945
4.jp2,candida,2731,1919,2767,1961
4.jp2,candida,4785,1905,4886,2001
4.jp2,candida,2596,1846,2630,1871
4.jp2,candida,2725,1841,2750,1866
4.jp2,candida,4768,1832,4784,1849
4.jp2,candida,2665,1831,2677,1845
4.jp2,candida,2410,1827,2421,1840
4.jp2,candida,4783,1814,4861,1880
4.jp2,candida,2415,1806,2496,1856
4.jp2,candida,2635,1786,2725,1832
4.jp2,candida,2751,1780,2761,1790
4.jp2,candida,2616,1767,2633,1778
4.jp2,candida,2410,1766,2425,1782
4.jp2,candida,2452,1763,2522,1812
4.jp2,candida,4625,1714,4729,1805
4.jp2,candida,2603,1703,2612,1713
4.jp2,candida,4710,1696,4724,1719
4.jp2,candida,4734,1658,4750,1678
4.jp2,candida,2493,1627,2564,1727
4.jp2,candida,2564,1544,2665,1687
4.jp2,candida,2672,1537,2685,1547
4.jp2,candida,2753,1527,2764,1536
4.jp2,candida,2636,1525,2656,1538
4.jp2,candida,2577,1522,2595,1534
4.jp2,candida,2582,1500,2597,1515
4.jp2,candida,2545,1479,2564,1508
4.jp2,candida,2673,1478,2686,1504
4.jp2,candida,2607,1477,2626,1489
4.jp2,candida,2626,1461,2646,1483
4.jp2,candida,2698,1460,2742,1518
4.jp2,candida,2615,1439,2627,1452
4.jp2,candida,2593,1439,2610,1465
4.jp2,candida,2691,1431,2714,1450
4.jp2,candida,2644,1429,2657,1478
4.jp2,candida,2592,1404,2622,1437
4.jp2,candida,2560,1403,2572,1416
4.jp2,candida,2581,1391,2608,1402
4.jp2,candida,2638,1354,2726,1434
4.jp2,candida,3315,1321,3324,1332
4.jp2,candida,3304,1270,3320,1295
4.jp2,candida,3559,1228,3572,1237
4.jp2,candida,3497,1218,3520,1240
4.jp2,candida,2720,1211,2735,1219
4.jp2,candida,3442,1209,3474,1231
4.jp2,candida,3527,1199,3592,1230
4.jp2,candida,3588,1197,3629,1224
4.jp2,candida,3469,1192,3479,1203
4.jp2,candida,2693,1187,2705,1215
4.jp2,candida,3602,1186,3616,1195
4.jp2,candida,3517,1178,3527,1199
4.jp2,candida,3618,1143,3693,1191
4.jp2,candida,2725,1123,2741,1133
4.jp2,candida,4847,1083,4880,1110
4.jp2,candida,4820,1058,4844,1076
4.jp2,candida,3494,1049,3524,1077
4.jp2,candida,4875,1026,4904,1056
4.jp2,candida,2638,995,2670,1021
4.jp2,candida,2629,980,2641,991
4.jp2,candida,3607,976,3635,1071
4.jp2,candida,3109,976,3125,989
4.jp2,candida,2681,902,2703,921
4.jp2,candida,2618,890,2676,961
4.jp2,candida,2909,884,2925,902
4.jp2,candida,3398,864,3614,1258
4.jp2,candida,3570,826,3594,851
4.jp2,candida,3548,810,3563,821
4.jp2,candida,3663,805,3704,849
4.jp2,candida,3335,804,3345,813
4.jp2,candida,3580,798,3643,932
4.jp2,candida,3714,790,3727,802
4.jp2,candida,3645,787,3657,806
4.jp2,candida,3618,787,3644,811
4.jp2,candida,3497,777,3540,804
4.jp2,candida,3363,776,3379,786
4.jp2,candida,3467,768,3486,778
4.jp2,candida,3381,756,3461,767
4.jp2,candida,4061,746,4087,774
4.jp2,candida,3462,734,3574,792
4.jp2,candida,3439,731,3454,740
4.jp2,candida,3421,731,3434,738
4.jp2,candida,3228,681,3291,749
4.jp2,candida,3217,681,3236,699
4.jp2,candida,3815,632,3834,653
4.jp2,candida,3307,616,3317,631
4.jp2,candida,3778,615,3796,638
4.jp2,candida,3758,599,3773,610
4.jp2,candida,3819,579,3839,597
4.jp2,candida,4153,572,4168,587
4.jp2,candida,4174,558,4190,574
4.jp2,candida,3800,557,3811,575
4.jp2,candida,3810,547,3828,561
4.jp2,candida,3651,521,3672,540
4.jp2,candida,4127,507,4140,520
4.jp2,candida,3627,501,3644,517
4.jp2,candida,3927,479,3944,497
4.jp2,candida,4087,470,4111,500
4.jp2,candida,3875,441,3897,458
4.jp2,candida,2948,423,2961,439
4.jp2,candida,3964,405,4066,491
4.jp2,candida,3845,396,3869,420
4.jp2,candida,4106,352,4213,488
4.jp2,candida,4138,346,4147,354
4.jp2,candida,3193,135,3208,164
4.jp2,candida,3254,125,3264,141
4.jp2,candida,3181,91,3194,114
4.jp2,candida,3259,76,3282,107
4.jp2,candida,3199,75,3229,97
40.jp2,candida,2159,3177,2172,3186
40.jp2,candida,2160,3135,2186,3156
40.jp2,candida,2260,3123,2326,3183
40.jp2,candida,2305,3107,2330,3126
40.jp2,candida,2627,3094,2649,3114
40.jp2,candida,2655,3075,2664,3089
40.jp2,candida,2782,3055,2805,3077
40.jp2,candida,2625,3048,2654,3067
40.jp2,candida,2277,3045,2367,3114
40.jp2,candida,2243,3043,2252,3053
40.jp2,candida,2786,3035,2795,3049
40.jp2,candida,2392,3033,2406,3052
40.jp2,candida,2659,3028,2716,3059
40.jp2,candida,2145,3027,2280,3153
40.jp2,candida,2415,3023,2439,3062
40.jp2,candida,2290,3022,2310,3048
40.jp2,candida,2140,3020,2154,3034
40.jp2,candida,2009,3018,2029,3037
40.jp2,candida,2692,3017,2709,3030
40.jp2,candida,2237,3016,2265,3040
40.jp2,candida,2708,3015,2737,3051
40.jp2,candida,2199,3006,2232,3034
40.jp2,candida,2318,3005,2341,3026
40.jp2,candida,2383,2999,2392,3008
40.jp2,candida,2817,2998,2826,3009
40.jp2,candida,2794,2998,2810,3020
40.jp2,candida,2265,2995,2275,3012
40.jp2,candida,2186,2987,2199,3010
40.jp2,candida,2812,2968,2823,2986
40.jp2,candida,2828,2957,2842,2965
40.jp2,candida,2232,2940,2242,2950
40.jp2,candida,2123,2935,2277,3024
40.jp2,candida,2127,2918,2140,2927
40.jp2,candida,219,2901,232,2914
40.jp2,candida,2176,2895,2189,2906
40.jp2,candida,2073,2891,2100,2908
40.jp2,candida,2042,2889,2052,2899
40.jp2,candida,2147,2876,2161,2889
40.jp2,candida,2174,2875,2188,2889
40.jp2,candida,2124,2872,2138,2910
40.jp2,candida,2160,2858,2428,2938
40.jp2,candida,266,2836,275,2852
40.jp2,candida,223,2832,246,2858
40.jp2,candida,218,2814,232,2828
40.jp2,candida,2629,2810,2650,2823
40.jp2,candida,3572,2790,3604,2820
40.jp2,candida,3009,2733,3048,2764
40.jp2,candida,4225,2718,4302,2801
40.jp2,candida,3008,2715,3022,2724
40.jp2,candida,2839,2680,2853,2693
40.jp2,candida,3010,2665,3029,2680
40.jp2,candida,2962,2646,3014,2718
40.jp2,candida,2317,2620,2332,2643
40.jp2,candida,189,2612,209,2631
40.jp2,candida,4219,2585,4231,2605
40.jp2,candida,162,2583,182,2601
40.jp2,candida,2295,2522,2355,2627
40.jp2,candida,2311,2496,2354,2509
40.jp2,candida,2243,2488,2266,2503
40.jp2,candida,1931,2488,2053,2509
40.jp2,candida,1907,2479,1929,2490
40.jp2,candida,2305,2477,2322,2484
40.jp2,candida,3137,2476,3152,2498
40.jp2,candida,2280,2475,2293,2483
40.jp2,candida,2421,2474,2441,2481
40.jp2,candida,2109,2472,2134,2510
40.jp2,candida,2341,2467,2403,2513
40.jp2,candida,1951,2466,2073,2488
40.jp2,candida,2538,2460,2551,2471
40.jp2,candida,2417,2460,2517,2507
40.jp2,candida,3094,2454,3106,2464
40.jp2,candida,3120,2448,3135,2472
40.jp2,candida,2533,2443,2547,2452
40.jp2,candida,3627,2431,3653,2464
40.jp2,candida,2555,2416,2586,2441
40.jp2,candida,2454,2409,2464,2418
40.jp2,candida,1620,2401,1645,2415
40.jp2,candida,2465,2391,2484,2407
40.jp2,candida,3180,2389,3188,2401
40.jp2,candida,3192,2380,3215,2408
40.jp2,candida,3210,2364,3219,2378
40.jp2,candida,2524,2337,2538,2348
40.jp2,candida,2513,2328,2522,2341
40.jp2,candida,2633,2225,2650,2261
40.jp2,candida,2592,2222,2604,2233
40.jp2,candida,2655,2218,2694,2266
40.jp2,candida,2622,2177,2635,2191
40.jp2,candida,2542,2165,2611,2281
40.jp2,candida,2855,2152,2874,2165
40.jp2,candida,2848,2136,2865,2149
40.jp2,candida,2798,2118,2838,2147
40.jp2,candida,2799,2106,2821,2123
40.jp2,candida,2635,2105,2679,2177
40.jp2,candida,4140,2098,4198,2192
40.jp2,candida,2887,2097,2963,2146
40.jp2,candida,3022,2086,3100,2143
40.jp2,candida,2974,2081,2985,2090
40.jp2,candida,2678,2081,2687,2101
40.jp2,candida,3063,2068,3075,2076
40.jp2,candida,2615,2068,2666,2159
40.jp2,candida,3196,2052,3206,2061
40.jp2,candida,0,2031,17,2072
40.jp2,candida,466,2023,539,2099
40.jp2,candida,3073,2010,3093,2023
40.jp2,candida,4839,1999,4856,2020
40.jp2,candida,3462,1997,3478,2008
40.jp2,candida,4876,1994,4903,2012
40.jp2,candida,3206,1990,3313,2034
40.jp2,candida,2664,1986,2689,2059
40.jp2,candida,2829,1985,2884,2106
40.jp2,candida,3093,1974,3142,2011
40.jp2,candida,3053,1966,3180,2046
40.jp2,candida,4898,1961,4908,1999
40.jp2,candida,4829,1961,4894,1996
40.jp2,candida,3143,1959,3160,1971
40.jp2,candida,3000,1957,3030,1979
40.jp2,candida,2745,1950,2801,1992
40.jp2,candida,4870,1947,4885,1961
40.jp2,candida,2682,1941,2690,1966
40.jp2,candida,3194,1921,3217,1934
40.jp2,candida,3534,1917,3554,1933
40.jp2,candida,3459,1916,3471,1926
40.jp2,candida,2904,1915,2925,1936
40.jp2,candida,3103,1914,3115,1922
40.jp2,candida,2664,1914,2685,1936
40.jp2,candida,3515,1904,3531,1939
40.jp2,candida,2914,1898,2927,1909
40.jp2,candida,3087,1897,3110,1915
40.jp2,candida,3416,1895,3498,1923
40.jp2,candida,2983,1888,3052,1971
40.jp2,candida,3183,1887,3401,1982
40.jp2,candida,3287,1877,3304,1899
40.jp2,candida,3332,1861,3378,1887
40.jp2,candida,3203,1861,3240,1914
40.jp2,candida,3274,1860,3287,1871
40.jp2,candida,3260,1858,3272,1867
40.jp2,candida,2908,1852,2942,1882
40.jp2,candida,3392,1827,3528,1887
40.jp2,candida,4003,1825,4097,1916
40.jp2,candida,3536,1819,3582,1842
40.jp2,candida,3890,1818,3950,1874
40.jp2,candida,2458,1804,2487,1818
40.jp2,candida,3323,1802,3400,1853
40.jp2,candida,2642,1793,2653,1810
40.jp2,candida,2662,1789,2681,1811
40.jp2,candida,3868,1784,3883,1797
40.jp2,candida,2384,1772,2401,1787
40.jp2,candida,2737,1768,2771,1785
40.jp2,candida,3365,1767,3380,1778
40.jp2,candida,3411,1766,3441,1797
40.jp2,candida,3899,1765,3961,1814
40.jp2,candida,2734,1756,2903,1914
40.jp2,candida,414,1752,430,1766
40.jp2,candida,203,1745,218,1766
40.jp2,candida,4822,1744,4838,1758
40.jp2,candida,3094,1744,3160,1831
40.jp2,candida,3050,1732,3081,1807
40.jp2,candida,3415,1721,3446,1762
40.jp2,candida,478,1718,486,1733
40.jp2,candida,4033,1704,4119,1789
40.jp2,candida,311,1695,421,1805
40.jp2,candida,3126,1687,3143,1696
40.jp2,candida,3397,1683,3412,1695
40.jp2,candida,288,1677,312,1699
40.jp2,candida,3637,1674,3645,1695
40.jp2,candida,86,1670,94,1680
40.jp2,candida,2502,1668,2831,1985
40.jp2,candida,298,1660,319,1683
40.jp2,candida,2488,1640,2511,1650
40.jp2,candida,109,1640,142,1655
40.jp2,candida,3365,1630,3379,1642
40.jp2,candida,3111,1629,3151,1684
40.jp2,candida,3046,1629,3104,1683
40.jp2,candida,3318,1621,3350,1655
40.jp2,candida,2506,1615,2515,1634
40.jp2,candida,3619,1596,3638,1613
40.jp2,candida,3118,1594,3163,1645
40.jp2,candida,86,1582,295,1768
40.jp2,candida,3415,1577,3423,1587
40.jp2,candida,3376,1575,3638,1795
40.jp2,candida,3033,1566,3051,1581
40.jp2,candida,3640,1555,3664,1583
40.jp2,candida,3487,1554,3511,1584
40.jp2,candida,3020,1551,3029,1561
40.jp2,candida,3627,1550,3642,1571
40.jp2,candida,3555,1540,3593,1587
40.jp2,candida,3658,1536,3667,1552
40.jp2,candida,3508,1534,3523,1547
40.jp2,candida,3044,1533,3130,1561
40.jp2,candida,3596,1524,3614,1549
40.jp2,candida,3568,1518,3643,1609
40.jp2,candida,3125,1515,3137,1534
40.jp2,candida,3112,1500,3124,1512
40.jp2,candida,3098,1482,3106,1492
40.jp2,candida,3281,1464,3315,1499
40.jp2,candida,496,1461,526,1498
40.jp2,candida,3067,1457,3096,1506
40.jp2,candida,3552,1439,3571,1457
40.jp2,candida,3577,1430,3586,1440
40.jp2,candida,3529,1386,3546,1398
40.jp2,candida,4260,1377,4320,1404
40.jp2,candida,4236,1356,4253,1371
40.jp2,candida,3554,1356,3580,1382
40.jp2,candida,3532,1346,3541,1358
40.jp2,candida,4273,1344,4303,1371
40.jp2,candida,4273,1329,4284,1340
40.jp2,candida,3096,1327,3106,1338
40.jp2,candida,3581,1303,3596,1320
40.jp2,candida,3405,1300,3591,1512
40.jp2,candida,3606,1239,3642,1272
40.jp2,candida,4072,1093,4083,1103
40.jp2,candida,4045,1087,4062,1109
40.jp2,candida,4121,1077,4144,1090
40.jp2,candida,1215,1077,1237,1089
40.jp2,candida,3434,1063,3470,1093
40.jp2,candida,4193,1057,4210,1075
40.jp2,candida,3108,1048,3120,1062
40.jp2,candida,3485,1045,3497,1055
40.jp2,candida,4200,1028,4212,1038
40.jp2,candida,4377,1027,4399,1048
40.jp2,candida,4222,1027,4243,1044
40.jp2,candida,3427,1016,3491,1075
40.jp2,candida,4190,993,4216,1018
40.jp2,candida,4373,991,4423,1023
40.jp2,candida,4419,982,4433,1000
40.jp2,candida,4251,739,4359,808
40.jp2,candida,4368,0,4382,9
5.jp2,candida,3701,3042,3714,3060
5.jp2,candida,3685,3021,3725,3050
5.jp2,candida,3447,2301,3458,2310
5.jp2,candida,3241,2263,3256,2275
5.jp2,candida,3268,2256,3282,2270
5.jp2,candida,2996,2252,3006,2265
5.jp2,candida,3255,2250,3265,2265
5.jp2,candida,3213,2241,3227,2251
5.jp2,candida,3226,2230,3239,2241
5.jp2,candida,3249,2221,3284,2247
5.jp2,candida,3281,2205,3317,2239
5.jp2,candida,3045,2200,3057,2212
5.jp2,candida,3651,2164,3671,2186
5.jp2,candida,3322,2154,3336,2166
5.jp2,candida,3422,2143,3441,2170
5.jp2,candida,3291,2136,3323,2192
5.jp2,candida,3648,2110,3714,2191
5.jp2,candida,3445,2109,3467,2132
5.jp2,candida,3420,2103,3439,2130
5.jp2,candida,2653,2095,2664,2105
5.jp2,candida,2723,2092,2731,2105
5.jp2,candida,2654,2075,2669,2087
5.jp2,candida,3393,2049,3421,2072
5.jp2,candida,3416,2038,3505,2085
5.jp2,candida,1071,2035,1083,2052
5.jp2,candida,3388,2019,3404,2035
5.jp2,candida,3457,2015,3475,2036
5.jp2,candida,2898,2007,2921,2030
5.jp2,candida,2482,1991,2495,2002
5.jp2,candida,3385,1990,3402,2006
5.jp2,candida,672,1989,679,2005
5.jp2,candida,488,1980,552,2037
5.jp2,candida,2926,1970,2953,2003
5.jp2,candida,3394,1965,3405,1976
5.jp2,candida,3414,1963,3444,2023
5.jp2,candida,659,1963,672,1974
5.jp2,candida,2829,1960,2846,1969
5.jp2,candida,3442,1957,3454,1967
5.jp2,candida,3458,1951,3476,1977
5.jp2,candida,3396,1943,3410,1960
5.jp2,candida,3517,1935,3527,1947
5.jp2,candida,3443,1926,3461,1947
5.jp2,candida,2831,1922,2857,1938
5.jp2,candida,3410,1917,3432,1937
5.jp2,candida,3499,1910,3510,1922
5.jp2,candida,3468,1909,3493,1922
5.jp2,candida,2318,1898,2348,1927
5.jp2,candida,2367,1895,2413,1911
5.jp2,candida,2827,1893,2835,1913
5.jp2,candida,2294,1891,2316,1936
5.jp2,candida,2344,1886,2359,1899
5.jp2,candida,3403,1882,3413,1891
5.jp2,candida,2374,1871,2401,1880
5.jp2,candida,3222,1868,3231,1881
5.jp2,candida,2839,1860,2853,1892
5.jp2,candida,61,1843,77,1861
5.jp2,candida,3266,1841,3279,1853
5.jp2,candida,4737,1829,4745,1840
5.jp2,candida,3300,1827,3328,1874
5.jp2,candida,3277,1826,3300,1838
5.jp2,candida,58,1821,70,1834
5.jp2,candida,3426,1816,3442,1857
5.jp2,candida,0,1813,67,1889
5.jp2,candida,4446,1809,4567,1909
5.jp2,candida,3393,1789,3401,1800
5.jp2,candida,2722,1784,2748,1810
5.jp2,candida,2797,1782,2828,1815
5.jp2,candida,3354,1771,3371,1783
5.jp2,candida,2422,1762,2495,1874
5.jp2,candida,2465,1760,2482,1797
5.jp2,candida,3349,1750,3359,1761
5.jp2,candida,3363,1743,3373,1753
5.jp2,candida,3396,1738,3412,1758
5.jp2,candida,2718,1733,2788,1791
5.jp2,candida,535,1718,548,1732
5.jp2,candida,4659,1711,4676,1735
5.jp2,candida,3873,1711,3932,1789
5.jp2,candida,4104,1703,4151,1775
5.jp2,candida,4755,1702,4801,1745
5.jp2,candida,2655,1680,2665,1695
5.jp2,candida,308,1680,315,1693
5.jp2,candida,309,1666,346,1708
5.jp2,candida,2642,1661,2659,1673
5.jp2,candida,3000,1642,3014,1657
5.jp2,candida,3098,1639,3142,1678
5.jp2,candida,2635,1620,2642,1634
5.jp2,candida,2598,1555,2618,1608
5.jp2,candida,3452,1540,3478,1575
5.jp2,candida,3475,1526,3501,1578
5.jp2,candida,1031,1517,1102,1578
5.jp2,candida,3164,1429,3193,1461
5.jp2,candida,277,1425,357,1555
5.jp2,candida,3144,1372,3174,1456
5.jp2,candida,3164,1344,3187,1394
5.jp2,candida,3037,1305,3084,1359
5.jp2,candida,33,1288,42,1298
5.jp2,candida,3036,1276,3056,1298
5.jp2,candida,3026,1233,3053,1265
5.jp2,candida,738,1215,762,1232
5.jp2,candida,3117,1195,3190,1331
5.jp2,candida,756,1183,789,1208
5.jp2,candida,2981,1181,2997,1191
5.jp2,candida,347,1174,357,1205
5.jp2,candida,719,1149,743,1190
5.jp2,candida,2882,1145,2968,1162
5.jp2,candida,2738,1145,2770,1158
5.jp2,candida,2814,1143,2871,1154
5.jp2,candida,0,1135,40,1172
5.jp2,candida,736,1128,758,1177
5.jp2,candida,703,1123,714,1131
5.jp2,candida,2814,1114,2864,1127
5.jp2,candida,2777,1109,2795,1116
5.jp2,candida,762,1101,787,1135
5.jp2,candida,553,1099,611,1163
5.jp2,candida,2666,1096,2702,1137
5.jp2,candida,898,1096,909,1112
5.jp2,candida,20,1095,46,1127
5.jp2,candida,3103,1093,3111,1103
5.jp2,candida,728,1087,739,1096
5.jp2,candida,769,1083,793,1097
5.jp2,candida,2869,1075,3166,1349
5.jp2,candida,716,1071,725,1081
5.jp2,candida,741,1062,766,1081
5.jp2,candida,3127,1061,3138,1074
5.jp2,candida,0,1061,23,1094
5.jp2,candida,847,1045,858,1053
5.jp2,candida,3151,1033,3173,1050
5.jp2,candida,862,1006,875,1023
5.jp2,candida,727,1000,739,1009
5.jp2,candida,771,995,791,1014
5.jp2,candida,914,987,923,998
5.jp2,candida,586,986,595,996
5.jp2,candida,731,977,749,992
5.jp2,candida,759,970,773,986
5.jp2,candida,848,962,882,998
5.jp2,candida,783,952,798,964
5.jp2,candida,948,944,963,967
5.jp2,candida,673,935,685,947
5.jp2,candida,896,934,928,974
5.jp2,candida,712,923,725,934
5.jp2,candida,843,910,872,965
5.jp2,candida,887,900,928,927
5.jp2,candida,632,891,651,909
5.jp2,candida,951,889,984,911
5.jp2,candida,602,884,616,905
5.jp2,candida,913,876,943,889
5.jp2,candida,983,867,1018,887
5.jp2,candida,945,857,964,874
5.jp2,candida,692,852,706,867
5.jp2,candida,937,840,951,855
5.jp2,candida,957,827,970,844
5.jp2,candida,685,816,711,834
5.jp2,candida,1003,806,1019,828
5.jp2,candida,345,549,360,566
5.jp2,candida,317,522,338,543
5.jp2,candida,337,520,351,541
5.jp2,candida,363,453,444,582
5.jp2,candida,346,443,397,531
5.jp2,candida,425,425,437,435
5.jp2,candida,434,400,446,418
5.jp2,candida,453,387,469,405
5.jp2,candida,281,364,334,416
5.jp2,candida,333,354,420,437
5.jp2,candida,359,337,374,350
5.jp2,candida,381,334,392,343
5.jp2,candida,347,332,359,349
5.jp2,candida,678,63,695,84
5.jp2,candida,425,49,436,60
6.jp2,candida,3755,3089,3788,3117
6.jp2,candida,3740,3086,3752,3100
6.jp2,candida,3857,3082,3874,3098
6.jp2,candida,4205,3067,4234,3075
6.jp2,candida,3955,3067,3967,3080
6.jp2,candida,3761,3061,3813,3090
6.jp2,candida,3711,3053,3730,3071
6.jp2,candida,3615,3046,3654,3085
6.jp2,candida,4243,3045,4290,3076
6.jp2,candida,4233,3036,4244,3044
6.jp2,candida,4005,3034,4036,3064
6.jp2,candida,4253,3029,4271,3042
6.jp2,candida,3966,3023,3998,3071
6.jp2,candida,4095,3019,4212,3068
6.jp2,candida,4247,3013,4264,3018
6.jp2,candida,4108,2993,4134,3021
6.jp2,candida,3963,2988,3984,3021
6.jp2,candida,4046,2953,4058,2961
6.jp2,candida,4356,2952,4382,2975
6.jp2,candida,4007,2925,4040,2946
6.jp2,candida,4038,2903,4095,2968
6.jp2,candida,3965,2873,3976,2883
6.jp2,candida,3990,2871,4373,3057
6.jp2,candida,4276,2849,4334,2897
6.jp2,candida,3915,2834,3960,2873
6.jp2,candida,3925,2810,3939,2819
6.jp2,candida,3892,2809,3904,2820
6.jp2,candida,2698,2799,2711,2815
6.jp2,candida,4419,2786,4472,2838
6.jp2,candida,3791,2755,3850,2813
6.jp2,candida,2924,2739,3017,2845
6.jp2,candida,4275,2730,4301,2769
6.jp2,candida,3798,2723,3874,2799
6.jp2,candida,4284,2695,4320,2722
6.jp2,candida,3744,2685,3757,2694
6.jp2,candida,4327,2671,4350,2693
6.jp2,candida,4417,2668,4451,2699
